1 ,  0
10 ,  0
100 ,  0
1000 ,  0
5000  , 0
10000 ,  44
15000 ,  0
20000 ,  0
25000 ,  299
30000 ,  99
35000 ,  0
40000 ,  100
45000 ,  221
50000 ,  328
55000 ,  210
60000 ,  0
65000 ,  0
70000 ,  99
75000 ,  127
80000 ,  322
85000 ,  341
90000 ,  152
95000 ,  531
100000 ,  806
